census_id,fnlwgt,capital-gain,capital-loss,income
432,202521,0,0,0
433,204116,2174,0,0
434,29662,0,0,1
435,116358,0,1980,0
436,208405,0,0,1
437,284843,594,0,0
438,117018,0,0,0
439,81281,0,0,0
440,340148,0,0,0
441,363425,0,0,0
442,45857,0,0,0
443,191073,0,0,0
444,116632,0,0,1
445,405855,0,0,0
446,298227,0,0,0
447,290521,0,0,0
448,56915,0,0,0
449,146538,0,0,0
451,206399,0,0,0
452,197332,0,0,1
453,245062,0,0,1
454,197583,0,0,1
455,234885,0,0,1
456,72887,0,0,1
457,180374,0,0,0
458,351299,0,0,0
459,54012,0,0,0
460,115745,0,0,0
461,116632,0,0,0
462,288825,0,0,0
463,132601,0,0,0
464,193374,0,0,0
465,170070,0,0,0
466,126708,0,0,0
467,35598,0,0,0
468,33983,0,0,0
469,192776,0,1977,1
470,118551,0,0,1
471,201965,0,0,1
472,139883,0,0,0
473,285020,0,0,0
474,303990,0,0,0
475,49401,0,0,0
476,279196,0,0,0
477,211870,0,0,0
478,281432,0,0,0
479,161155,0,0,0
480,197904,0,0,0
481,111746,0,0,0
482,170721,0,0,0
483,70100,0,0,0
484,193626,0,0,0
485,271749,594,0,0
486,189775,0,0,0
487,401531,0,0,0
488,286967,0,0,0
489,164427,0,0,0
490,91039,15024,0,1
491,347934,0,0,0
492,371373,0,0,0
493,32220,0,0,0
494,187251,0,0,0
495,178107,0,0,0
496,343121,0,0,0
497,262749,0,0,0
498,403107,0,0,0
499,64293,0,0,0
500,303588,0,0,0
501,324960,0,0,0
502,114060,0,0,0
503,48925,0,0,0
504,180980,0,0,0
505,181054,0,0,0
506,388093,0,0,0
507,249609,0,0,0
508,112131,0,0,0
509,543162,0,0,0
510,91996,0,0,0
511,141944,0,1380,0
512,251804,0,0,0
513,37070,0,0,0
514,337587,0,0,1
515,189346,0,0,0
516,222216,0,0,0
517,267044,0,0,0
518,214635,0,0,0
519,204226,0,0,0
520,108116,0,0,1
521,99146,15024,0,1
522,196232,7688,0,1
523,248344,0,0,0
524,186035,0,0,1
525,177905,0,0,1
526,85812,0,0,0
527,221172,0,0,1
528,99183,0,0,0
529,190387,0,0,0
530,202692,0,0,0
531,109339,0,0,0
532,108658,0,0,0
533,197202,0,0,0
534,101739,0,0,1
535,231559,20051,0,1
536,207853,0,0,0
537,190942,0,0,0
538,102345,0,0,0
539,41493,0,0,0
540,190027,0,0,0
541,210525,0,0,0
542,133937,0,0,0
543,237903,0,0,0
544,163862,0,0,0
545,201872,0,0,0
546,84179,0,0,0
547,51662,0,0,0
548,233327,0,0,0
549,259510,0,0,0
550,184831,0,0,0
551,245724,0,0,0
552,27053,0,0,0
553,205343,0,0,0
554,229328,0,0,0
555,319560,0,0,1
556,136218,0,0,0
557,54576,0,0,0
558,323069,0,0,0
559,148291,0,0,0
560,152453,0,0,0
561,114053,0,0,0
562,212960,0,0,1
563,264052,0,0,1
564,82804,0,0,0
565,334273,0,0,1
566,27337,0,0,0
567,188436,5013,0,0
568,433665,0,0,0
569,110663,0,0,0
570,87490,0,0,0
571,354351,0,0,0
572,95469,0,0,0
573,242718,0,0,0
574,22463,0,1977,1
575,158156,0,0,0
576,350162,0,0,1
577,165532,0,0,0
578,28738,0,0,0
579,283635,0,0,0
580,86646,0,0,0
581,195733,0,0,1
582,69884,0,0,1
583,199713,0,0,0
584,181659,0,0,0
585,340939,0,0,0
586,197747,0,0,0
587,34292,0,0,0
588,156764,0,0,0
589,25826,0,1887,1
590,103948,0,0,0
591,137390,0,0,0
592,105138,0,0,0
593,39352,0,0,1
594,168387,7688,0,1
595,117789,0,0,0
596,267147,0,0,0
597,99399,0,0,0
598,214242,0,1902,1
599,200408,2174,0,0
600,136455,0,0,0
601,239824,0,0,0
602,217039,0,0,0
603,51290,0,0,0
604,175674,0,0,0
605,194404,0,0,0
606,45612,0,0,0
607,410114,0,0,1
608,182521,0,0,0
609,339772,0,0,0
610,169658,0,0,0
611,200853,6849,0,0
612,247564,0,0,0
613,249909,0,0,0
614,208122,1055,0,0
615,109881,0,0,0
616,207824,0,0,0
617,369027,0,0,0
618,114117,0,0,0
619,51048,0,0,0
620,102388,15024,0,1
621,190483,0,0,0
622,462440,0,0,0
623,109351,0,0,0
624,34383,0,0,0
625,241832,0,0,0
626,124187,0,0,0
627,153614,0,0,1
628,267556,0,0,0
629,205469,0,0,1
630,268090,0,0,1
631,165039,0,0,0
632,120451,0,0,0
633,154374,15024,0,1
634,103649,0,0,1
635,35723,0,0,0
636,262601,0,0,0
637,226181,0,0,0
638,175697,15024,0,1
639,248145,0,0,0
640,289436,0,0,1
641,75654,0,0,0
642,199378,0,0,0
643,160968,0,0,0
644,188563,5178,0,1
645,55849,0,0,0
646,195322,0,0,1
647,402089,0,0,0
648,78277,0,0,0
649,158611,0,0,0
650,169496,0,0,1
651,130959,0,0,0
652,556660,4101,0,0
653,292472,0,0,1
654,143774,0,0,0
655,288341,0,0,0
656,71592,0,0,0
657,167358,1111,0,0
658,106742,0,0,0
659,219288,0,0,0
660,174524,0,0,1
661,335183,0,0,1
662,261293,0,0,0
663,111900,0,0,0
664,194360,0,0,0
665,81145,0,0,0
666,341204,8614,0,1
667,249362,3411,0,0
668,247019,0,0,1
669,114746,0,1762,0
670,172146,0,1721,0
671,110457,0,0,0
672,80077,0,0,0
673,368700,0,0,0
674,182556,0,0,1
675,219420,0,0,1
676,240817,2597,0,0
677,102726,0,0,0
678,226267,0,0,0
679,125457,0,0,0
680,204021,0,0,0
681,92262,0,0,0
682,161141,0,0,1
683,190290,0,0,1
684,430828,0,0,0
685,59342,0,0,0
686,136721,0,0,0
687,149422,0,0,0
688,86644,0,0,0
689,195124,0,0,0
690,167350,0,0,0
691,113000,0,0,0
692,140027,0,0,0
693,262425,0,0,0
694,316702,0,0,0
695,335453,0,0,0
696,202480,0,0,0
697,203628,0,0,1
698,118710,0,1902,1
699,189620,0,0,0
700,475028,0,0,0
701,110866,0,0,0
702,243605,0,1380,0
703,163870,0,0,0
704,80145,0,0,0
705,295566,25236,0,1
706,63042,0,0,1
707,229148,0,0,0
708,242552,0,0,0
709,177665,0,0,0
710,208103,0,0,0
712,70282,0,0,0
713,271767,0,0,0
714,144995,4386,0,0
715,382635,0,0,0
716,295697,0,0,0
717,194141,0,0,0
718,378418,0,0,0
719,214399,0,0,0
720,217460,0,0,1
721,182556,0,0,0
722,125831,0,2051,0
723,271328,4650,0,0
724,50459,0,0,1
725,162140,7298,0,1
726,177937,0,0,1
727,111502,0,0,0
728,299047,0,0,0
729,223212,0,0,0
730,118474,9386,0,1
731,352139,0,0,0
732,173093,0,0,0
733,181655,0,2377,0
734,332702,0,0,0
735,51164,0,0,0
736,234901,2407,0,0
737,131414,0,0,0
738,260960,0,0,0
739,156052,594,0,0
740,279914,0,0,1
741,192453,0,0,0
742,200939,0,0,0
743,151408,14084,0,1
744,112847,0,0,0
745,316929,0,0,0
746,126319,0,0,1
747,197422,7688,0,1
748,267736,0,0,0
749,267034,0,0,0
750,193047,0,0,0
751,356089,7688,0,1
752,223515,0,0,0
753,87510,0,0,0
754,145111,0,0,0
755,48093,0,0,0
756,31757,0,0,0
757,285854,0,0,1
758,120064,0,0,0
759,167381,0,0,1
760,103408,0,0,0
761,101460,0,0,0
762,420537,0,0,1
763,119411,0,0,0
764,128272,0,0,1
765,386773,0,0,1
766,283268,0,0,0
767,301526,0,0,0
768,151790,0,0,0
769,106252,0,0,0
770,188557,0,0,0
771,171114,0,0,0
772,327323,0,0,0
773,244147,0,0,0
774,280282,0,0,1
775,116442,0,0,0
776,282579,0,0,0
777,51838,0,0,0
778,73585,0,0,0
779,226902,0,0,1
780,279129,0,0,0
781,146908,0,0,0
782,196690,0,1669,0
783,130760,0,0,1
784,49572,0,0,0
785,237601,0,0,1
786,169628,0,0,0
787,36671,0,2352,0
788,231193,0,0,0
789,192130,0,0,0
790,149704,1055,0,0
791,102102,0,0,1
792,32185,0,0,0
793,196061,0,0,0
794,211046,2463,0,0
795,31577,0,0,1
796,162343,0,0,0
797,128831,0,0,0
798,316688,0,0,0
799,90758,0,0,1
800,274363,0,1902,1
801,154538,0,0,0
802,106085,0,1721,0
803,315859,0,0,0
804,51471,0,0,0
806,231043,5178,0,1
807,23780,0,0,0
808,169879,3103,0,1
809,270333,0,0,1
810,138768,0,0,0
811,191571,0,0,0
812,219941,0,0,0
813,94113,0,0,0
814,137510,0,0,0
815,32607,0,0,0
816,93208,0,0,0
817,254440,0,0,0
818,186556,0,0,1
819,169871,0,0,0
820,191277,0,0,1
821,167159,0,0,0
822,171871,0,0,0
823,154411,0,0,0
824,129227,0,0,0
825,110331,0,1672,0
826,34269,0,653,1
827,174355,0,0,0
828,680390,0,0,0
829,233130,0,0,0
830,165474,0,0,0
831,257780,0,0,0
832,194259,4386,0,1
833,280093,0,0,0
834,177387,0,0,0
835,28929,0,0,0
836,105304,0,0,0
837,499233,0,0,0
838,180572,0,0,1
839,321435,0,0,0
840,86108,0,0,0
841,198124,0,0,0
842,135162,0,0,0
843,146813,0,0,1
844,291175,0,0,0
845,387569,4386,0,1
846,102895,0,0,0
847,33274,0,0,0
848,86551,0,0,1
849,138192,0,0,0
850,118966,0,0,0
851,99784,0,0,1
852,90980,0,0,0
853,177407,0,0,0
854,96467,0,0,0
855,327886,0,0,1
856,111567,0,0,0
857,166545,0,0,0
858,142182,0,0,1
859,188798,0,0,0
860,38563,0,0,1
861,216284,0,0,0
862,191547,0,0,0
863,285335,0,0,0
864,142712,0,0,0
865,80945,0,0,0
866,309055,0,0,0
867,62339,0,0,0
868,368700,0,0,0
869,176186,0,0,1
870,266855,0,0,0
871,48087,0,0,1
872,121313,0,0,0
873,143437,10605,0,1
874,160724,0,2415,1
875,282753,0,0,0
876,194636,0,0,1
877,153044,0,0,0
878,411797,0,0,0
879,117683,0,0,1
880,376540,0,0,0
881,72393,0,0,0
882,270335,0,0,1
883,96226,0,0,0
884,95336,0,0,1
885,258498,0,0,0
886,149698,0,0,0
887,205865,0,0,0
888,155781,0,0,0
889,406468,0,0,0
890,177119,2174,0,0
891,144397,0,0,0
892,372525,0,0,0
893,164170,0,0,0
894,183800,7688,0,1
895,177307,0,0,1
896,170108,0,0,0
897,341995,0,0,0
898,226508,0,0,0
899,87418,0,0,1
900,109165,0,0,0
901,28856,0,0,0
902,175897,0,0,0
903,99697,0,0,0
904,90270,0,0,0
905,152375,0,0,0
906,171550,0,0,0
907,211154,0,0,0
908,202570,0,0,0
909,168496,0,0,0
910,68898,0,0,0
911,93235,0,0,0
912,278924,0,0,0
913,311020,0,0,0
914,175878,0,0,0
915,543028,0,0,0
916,202027,15024,0,1
917,158926,0,0,0
918,76860,0,0,1
919,136063,0,0,0
920,186648,0,0,0
921,257509,0,0,0
922,98155,0,0,0
923,274198,0,0,0
924,97083,0,0,0
925,29825,0,0,0
926,262153,0,0,0
927,214738,0,0,0
928,138022,0,0,1
929,91842,0,0,0
930,373662,0,0,0
931,162003,0,0,0
932,52114,0,0,0
933,241843,0,0,0
934,375871,0,0,0
935,186934,3103,0,1
936,176900,0,0,1
937,21906,0,0,0
938,132222,0,2415,1
939,143653,0,0,0
940,111567,0,0,1
941,78602,0,0,0
942,465507,0,0,0
943,196373,0,0,1
944,293227,0,0,0
945,241752,0,0,0
946,166398,0,0,0
947,184682,0,0,0
948,108293,0,1977,1
949,250802,0,0,0
950,325159,0,0,0
951,174675,0,0,1
952,227065,0,0,1
953,269080,0,0,0
954,177722,0,0,0
955,133461,0,0,0
956,239683,0,0,0
957,398473,0,0,1
958,298785,0,0,0
959,123424,0,0,1
960,176286,0,0,1
961,150062,0,0,0
962,169240,0,0,0
964,526968,0,0,0
965,57066,0,0,0
966,323573,0,0,0
967,368825,0,0,1
968,189721,0,0,0
969,164966,0,0,1
970,94954,0,0,0
971,202046,0,0,1
972,161538,0,0,0
973,105252,0,2392,1
974,200153,0,0,0
975,32185,0,0,0
976,178326,0,0,0
977,255957,4101,0,0
978,188693,0,0,1
979,182977,2964,0,0
980,159929,0,0,0
981,123207,0,0,0
982,284317,0,0,0
983,184699,0,0,0
984,154474,0,0,0
985,318280,0,0,1
986,254907,0,0,0
987,349221,0,0,0
988,335973,0,0,0
989,126701,0,0,0
990,122159,3325,0,0
991,187370,0,1504,0
992,194636,0,0,0
993,124793,0,0,0
994,192835,0,0,1
995,290226,0,0,0
996,112840,0,0,1
997,89325,0,0,0
998,33109,0,0,1
999,82465,2580,0,0
1000,329980,15024,0,1
1001,148294,0,0,0
1002,168212,0,1902,1
1003,343642,0,0,1
1004,115244,0,0,0
1005,162572,0,0,0
1006,356067,0,0,0
1007,271567,0,0,0
1008,180804,0,0,1
1009,123011,15024,0,1
1010,109186,0,0,0
1011,220537,0,0,0
1012,124827,0,0,0
1013,767403,3103,0,1
1014,118494,0,0,1
1015,173208,0,0,0
1016,107373,0,0,0
1017,26973,0,0,1
1018,191965,0,0,0
1019,122346,0,0,0
1020,117201,0,0,0
1021,198316,0,0,0
1022,123075,0,0,1
1023,209370,0,0,0
1024,33117,0,0,0
1025,129042,0,0,0
1026,169133,0,0,0
1027,201624,0,0,0
1028,368561,0,0,1
1029,207848,0,0,0
1030,138370,0,0,0
1031,93106,0,0,0
1032,223515,0,1719,0
1033,389713,0,0,0
1034,206365,0,0,0
1035,431192,0,0,0
1036,241616,0,2001,0
1037,150726,1409,0,0
1038,123785,0,0,0
1039,289984,0,0,0
1040,164309,0,0,0
1041,137018,0,0,0
1042,137994,0,0,0
1043,341204,0,0,0
1044,167005,7688,0,1
1045,34446,0,0,0
1046,187160,0,0,0
1047,196288,0,0,0
1048,217961,0,0,0
1049,74631,0,0,0
1050,156667,0,1902,1
1051,125155,0,0,0
1052,263925,0,0,1
1053,296453,7298,0,1
1054,44728,0,0,1
1055,193026,0,0,0
1056,87643,0,0,0
1057,106742,0,0,0
1058,302122,0,0,0
1059,193960,0,1902,1
1060,185385,0,0,1
1061,277647,0,0,0
1062,128848,3471,0,0
1063,377701,0,0,0
1064,157886,0,0,0
1065,175958,0,0,1
1066,223004,0,0,0
1067,199352,0,1977,1
1068,29984,0,0,0
1069,181651,0,0,0
1070,117312,0,0,0
1071,34029,0,0,0
1072,132879,0,1902,1
1073,215310,0,0,1
1074,55863,0,1902,1
1075,220384,0,0,0
1076,36012,0,0,0
1077,137645,0,1590,0
1078,191342,0,0,0
1079,31339,0,0,0
1080,227910,0,0,1
1081,173728,0,0,0
1082,167816,0,0,0
1083,81642,0,0,0
1084,195258,0,0,1
1085,232475,0,0,0
1086,241259,0,0,0
1087,118161,0,0,0
1088,201954,0,0,0
1089,150533,7298,0,1
1090,412296,0,0,0
1091,133060,0,0,1
1092,120539,0,0,1
1093,196025,0,0,0
1094,107793,0,0,0
1095,163870,0,0,0
1096,361280,0,0,0
1097,92178,0,0,0
1098,80710,0,0,0
1099,260729,0,1977,1
1100,182254,0,0,0
1101,140282,0,0,0
1102,149865,0,0,1
1103,218184,0,1651,0
1104,118619,0,0,0
1105,196791,0,0,1
1106,167999,0,0,0
1107,51259,0,0,0
1108,131088,0,0,0
1109,118212,3103,0,1
1110,293791,0,0,0
1111,289430,0,0,1
1112,35378,0,0,1
1113,60227,0,0,0
1114,168139,0,0,0
1115,290763,0,0,0
1116,226355,0,2415,1
1117,51100,0,0,0
1118,227644,0,0,0
1119,205267,0,0,1
1120,288020,0,0,0
1121,140863,0,0,0
1122,170915,4865,0,0
1123,50178,0,0,0
1124,112497,0,0,0
1125,95244,0,0,0
1126,117606,0,0,0
1127,89508,0,0,1
1128,124244,0,0,0
1129,154374,0,0,0
1130,294936,0,0,0
1131,347132,0,0,0
1132,181934,0,0,0
1133,316672,0,0,0
1134,189382,0,0,0
1135,184018,0,0,0
1136,184307,0,0,1
1137,246212,0,0,1
1138,250504,0,0,1
1139,138705,0,0,0
1140,328447,0,0,0
1141,194608,0,0,0
1142,230891,0,0,0
1143,212448,0,0,0
1144,214010,0,0,0
1145,200235,0,0,0
1146,354573,15024,0,1
1147,205733,0,0,0
1148,185041,0,0,0
1149,84409,0,0,1
1150,293196,7298,0,1
1151,241626,0,0,0
1152,520586,0,0,0
1153,35633,0,0,0
1154,302847,0,0,0
1155,165309,0,0,0
1156,117529,0,0,0
1157,106092,0,0,1
1158,445824,0,0,1
1159,227332,0,0,0
1160,275691,0,0,0
1161,193459,3411,0,0
1162,284329,0,0,0
1163,114691,0,0,1
1164,96062,0,0,1
1165,133963,0,1977,1
1166,178506,0,0,0
1167,350498,10605,0,1
1168,131573,0,0,0
1169,206291,0,0,0
1170,182302,0,0,0
1171,241346,0,0,0
1172,157043,0,0,0
1173,404616,0,0,1
1174,411862,0,0,0
1175,183013,0,0,0
1176,169982,0,0,1
1177,188544,0,0,0
1178,356619,0,0,1
1179,45857,0,0,0
1180,289886,0,0,0
1181,146015,0,0,1
1182,216237,0,0,1
1183,416745,0,0,0
1184,202952,0,0,0
1185,167725,0,0,0
1186,165637,0,0,0
1187,43280,0,0,0
1188,118779,0,0,0
1189,191269,0,0,0
1190,247507,0,0,0
1191,239155,0,0,0
1192,182862,0,0,1
1193,33886,0,0,0
1194,444304,0,0,0
1195,187161,0,0,0
1196,116892,0,0,0
1197,176813,0,0,0
1198,151616,0,0,0
1199,240747,0,0,0
1200,75472,4386,0,0
1202,235271,0,0,1
1203,166497,0,0,0
1204,344060,0,0,1
1205,221196,0,0,0
1206,113544,0,0,1
1207,321117,0,0,0
1208,79619,0,0,1
1209,42004,0,0,0
1210,135289,0,0,0
1211,320984,5178,0,1
1212,203070,0,0,0
1213,32406,0,0,0
1214,99185,15024,0,1
1215,205839,0,0,0
1216,150389,0,0,1
1217,243631,7688,0,1
1218,163003,0,0,0
1219,231263,4650,0,0
1220,200818,0,0,1
1221,247379,0,0,1
1222,349151,0,0,0
1223,22154,0,0,0
1224,176317,0,0,0
1225,22245,0,0,1
1226,236436,0,0,0
1227,354078,0,0,1
1228,166813,0,0,0
1229,358740,0,0,0
1230,208426,0,0,0
1231,265266,0,1902,1
1232,31838,0,0,0
1233,175034,0,0,0
1234,413297,0,0,0
1235,106347,0,0,0
1236,174754,0,0,0
1237,441454,0,0,0
1238,209344,0,0,0
1239,185732,0,0,0
1240,65372,0,0,0
1241,33975,0,0,1
1242,326297,0,0,0
