sepal_length,sepal_width,petal_length,petal_width,class
5.091724874230678,3.470959048526838,1.3,0.3,0
4.52128564035948,2.3556994468214123,1.3,0.3,0
4.385635336189322,3.213924474432963,1.3,0.2,0
4.962599934301033,3.418978212816083,1.6,0.6,0
4.916352903045948,3.811263539642826,1.9,0.4,0
4.710588209041095,3.0250607135879104,1.4,0.3,0
5.0427840954802265,3.742514666541205,1.6,0.2,0
4.731305066299665,3.2099981497177295,1.4,0.2,0
5.3426807999818,3.7037858453784804,1.5,0.2,0
4.781012924761893,3.2256621871207067,1.4,0.2,0
7.040254443651467,3.2232701846186456,4.7,1.4,1
6.352168961065416,3.23647294707998,4.5,1.5,1
6.815919573039543,3.1704407286931797,4.9,1.5,1
5.575976262411449,2.3685383862596177,4.0,1.3,1
6.628060367381037,2.7103975598673826,4.6,1.5,1
5.815674228344897,2.73900465964597,4.5,1.3,1
6.195760859252078,3.333497454301886,4.7,1.6,1
4.861592755780908,2.433416199836001,3.3,1.0,1
6.641146204047451,2.933498262029383,4.6,1.3,1
5.321172381412583,2.9505783686330695,3.9,1.4,1
4.9404818066361065,2.0371302316770805,3.5,1.0,1
5.87693931351045,3.0738562202640978,4.2,1.5,1
5.862582222274251,2.2620474606520204,4.0,1.0,1
5.951419271880407,2.9423659311555923,4.7,1.4,1
5.700923766744799,2.8794951573464744,3.6,1.3,1
6.868458464360084,3.14936271047573,4.4,1.4,1
5.5910556286171635,2.9497361074948887,4.5,1.5,1
5.924648740158378,2.6845975198939227,4.1,1.0,1
6.244918781449775,2.168432369007811,4.5,1.5,1
5.519869727408316,2.5053250241628375,3.9,1.1,1
5.9448889189582355,3.3505434180883036,4.8,1.8,1
6.291039397642276,2.6785546652031433,4.0,1.3,1
6.295550050577016,2.5446337771991066,4.9,1.5,1
6.294344262060254,2.695110335861301,4.7,1.2,1
6.074601672305117,2.8693059541464745,4.3,1.3,1
6.702088443655994,3.070824417629924,4.4,1.4,1
6.810812109312171,2.8041807175921063,4.8,1.4,1
6.662860321159422,2.9299043992784344,5.0,1.7,1
6.011397598638899,2.8534772571152924,4.5,1.5,1
5.453124225719591,2.644200457692892,3.5,1.0,1
5.47271457256192,2.3524975774918047,3.8,1.1,1
5.544356923651592,2.4140782819632336,3.7,1.0,1
5.983569099878597,2.7029639535810905,3.9,1.2,1
5.935625698066185,2.6576204693994754,5.1,1.6,1
5.299577074913605,3.1394402941515027,4.5,1.5,1
5.93767679816,3.441229552291204,4.5,1.6,1
6.813702023072244,2.968286454209198,4.7,1.5,1
6.340834148766648,2.3121268295319433,4.4,1.3,1
5.534198527896479,2.9569579730309914,4.1,1.3,1
5.563752906393297,2.5554415367174697,4.0,1.3,1
5.512057994560331,2.548455127426855,4.4,1.2,1
6.220315316004358,2.992537639751102,4.6,1.4,1
5.712798041937715,2.6328439417214287,4.0,1.2,1
4.959301111247281,2.3563079790836627,3.3,1.0,1
5.551296277983095,2.6219337458928242,4.2,1.3,1
5.5182169265493775,2.978244325049362,4.2,1.2,1
5.7367810756866895,2.869109962230871,4.2,1.3,1
6.232425654263332,2.8575080241964135,4.3,1.3,1
5.100635142036375,2.6148236373334166,3.0,1.1,1
5.6708619511188925,2.8263396649117585,4.1,1.3,1
6.124196914496574,3.2179931835168722,6.0,2.5,2
5.747751678448854,2.759696957828814,5.1,1.9,2
7.057431457594681,3.1380232282269995,5.9,2.1,2
6.20034920521665,2.967150659548106,5.6,1.8,2
6.479966714786386,2.90118147388617,5.8,2.2,2
7.6501871242762824,2.9685058290956188,6.6,2.1,2
5.134282998379276,2.582398820093295,4.5,1.7,2
7.321684296025375,2.853973781807448,6.3,1.8,2
6.731990313220748,2.5288656368974327,5.8,1.8,2
7.190753078818162,3.6503815378431574,6.1,2.5,2
6.261669582390792,3.139713233074323,5.1,2.0,2
6.396706713672862,2.6961285216344697,5.3,1.9,2
6.807481189509974,2.789190737961307,5.5,2.1,2
6.005959103753655,2.4333747019131606,5.0,2.0,2
5.776106860107942,2.7835731829487,5.1,2.4,2
6.437455171025232,3.1188452465729974,5.3,2.3,2
6.495688453889738,3.10617063827821,5.5,1.8,2
7.554838595380344,3.706984825110891,6.7,2.2,2
7.841949929447033,2.571379882073285,6.9,2.3,2
6.093397541231338,2.2085032555863187,5.0,1.5,2
6.99825401422421,3.2937391848885977,5.7,2.3,2
5.487045057721471,2.7066127509022513,4.9,2.0,2
7.874240968010935,2.8756511779175606,6.7,2.0,2
6.125876192764792,2.7006655495568874,4.9,1.8,2
6.77289347220093,3.236163514852927,5.7,2.1,2
7.4720763162857695,3.230054815655188,6.0,1.8,2
6.0769655630941415,2.812946672743321,4.8,1.8,2
6.0296602047647765,2.9609624064720568,4.9,1.8,2
6.412377688005375,2.8045398680459335,5.6,2.1,2
7.137463329684731,2.9749395324465366,5.8,1.6,2
7.20739222052603,2.8073830712712815,6.1,1.9,2
7.908516201560541,3.8430644140776087,6.4,2.0,2
6.268051341555748,2.9031531803808055,5.6,2.2,2
6.3588248775413545,2.719493536178912,5.1,1.5,2
5.98579839015835,2.7387306705794927,5.6,1.4,2
7.8925172272073825,2.873037875227131,6.1,2.3,2
6.202712171848383,3.3901280269364507,5.6,2.4,2
6.359996765095733,3.13826364910123,5.5,1.8,2
6.101046907834594,3.0182754713083413,4.8,1.8,2
6.747114442713663,3.059500154577675,5.4,2.1,2
6.7282527800976615,3.086463906426579,5.6,2.4,2
7.0623600958879456,3.0679356398853543,5.1,2.3,2
5.600334637325133,2.661668219110746,5.1,1.9,2
6.822933356649268,3.255257395428454,5.9,2.3,2
6.732280020874204,3.3232199825673967,5.7,2.5,2
6.797110155729576,2.954933751181007,5.2,2.3,2
6.146358452151558,2.5585092082734966,5.0,1.9,2
6.335986190786081,3.019986498620463,5.2,2.0,2
6.264830319690663,3.4528678585975565,5.4,2.3,2
5.936888442264947,3.040950522619145,5.1,1.8,2
