Hour,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons_Spring,Seasons_Summer,Seasons_Winter,Holiday_No Holiday,Functioning Day_Yes,Rented Bike Count
0,4.2,88,0.6,216,2.3,0.0,0.0,0.0,False,False,True,True,True,283.84461477474775
1,4.3,87,0.5,221,2.3,0.0,0.0,0.0,False,False,True,True,True,236.45955979571315
2,4.4,87,1.8,207,2.4,0.0,0.0,0.0,False,False,True,True,True,27.51355208699536
3,3.6,85,2.3,206,1.3,0.0,0.0,0.0,False,False,True,True,True,91.50625170252695
4,2.8,89,1.5,130,1.1,0.0,0.0,0.0,False,False,True,True,True,43.80725692938716
5,2.0,83,2.7,253,-0.5,0.0,0.0,0.0,False,False,True,True,True,72.35705080570517
6,1.2,76,3.7,371,-2.5,0.0,0.1,0.0,False,False,True,True,True,202.95927342515915
7,0.2,68,3.4,702,-5.0,0.0,0.0,0.0,False,False,True,True,True,433.9011541562621
8,-0.8,69,3.5,954,-5.7,0.01,0.0,0.0,False,False,True,True,True,929.9156094305656
9,-1.5,47,4.2,1888,-11.3,0.22,0.0,0.0,False,False,True,True,True,520.5168352161458
10,-1.1,40,4.5,2000,-13.0,0.64,0.0,0.0,False,False,True,True,True,358.66189582225724
11,-0.5,41,4.1,1799,-12.1,0.94,0.0,0.0,False,False,True,True,True,362.28585108044234
12,-0.3,38,4.8,1823,-12.9,1.11,0.0,0.0,False,False,True,True,True,366.926183672527
13,0.0,30,5.4,1938,-15.5,1.17,0.0,0.0,False,False,True,True,True,374.81839887338293
14,0.1,27,4.5,2000,-16.7,1.09,0.0,0.0,False,False,True,True,True,367.52160239404765
15,-0.1,25,5.8,2000,-17.8,0.88,0.0,0.0,False,False,True,True,True,351.6021816623477
16,-0.2,23,4.7,2000,-18.8,0.55,0.0,0.0,False,False,True,True,True,357.91530050306244
17,-1.3,26,5.3,2000,-18.3,0.18,0.0,0.0,False,False,True,True,True,531.5528097315561
18,-2.1,29,3.9,2000,-17.7,0.0,0.0,0.0,False,False,True,True,True,810.1307386751907
19,-2.9,32,3.2,2000,-17.3,0.0,0.0,0.0,False,False,True,True,True,599.2386783015995
20,-3.6,38,3.0,2000,-15.8,0.0,0.0,0.0,False,False,True,True,True,375.3588766115313
21,-4.6,43,4.5,2000,-15.3,0.0,0.0,0.0,False,False,True,True,True,386.4329372585222
22,-5.3,45,2.5,2000,-15.3,0.0,0.0,0.0,False,False,True,True,True,340.3545617074929
23,-5.8,44,2.4,2000,-16.1,0.0,0.0,0.0,False,False,True,True,True,200.80182822281472
0,-6.1,42,2.6,2000,-16.9,0.0,0.0,0.0,False,False,True,True,True,225.54984144264432
1,-6.5,41,2.8,2000,-17.6,0.0,0.0,0.0,False,False,True,True,True,206.41899947480002
2,-6.8,41,2.5,2000,-17.8,0.0,0.0,0.0,False,False,True,True,True,124.16490832928908
3,-6.9,39,2.0,2000,-18.5,0.0,0.0,0.0,False,False,True,True,True,54.43459465044143
4,-7.2,34,3.0,2000,-20.4,0.0,0.0,0.0,False,False,True,True,True,0.0
5,-7.4,33,2.6,2000,-20.9,0.0,0.0,0.0,False,False,True,True,True,68.43424159999992
6,-7.4,34,3.2,2000,-20.6,0.0,0.0,0.0,False,False,True,True,True,160.9475002341382
7,-7.5,33,2.2,2000,-21.0,0.0,0.0,0.0,False,False,True,True,True,355.12665964636614
8,-8.1,36,1.6,2000,-20.5,0.01,0.0,0.0,False,False,True,True,True,806.7985562196453
9,-7.6,31,1.3,1974,-21.8,0.21,0.0,0.0,False,False,True,True,True,475.0305889741619
10,-5.5,26,2.8,1967,-22.0,0.64,0.0,0.0,False,False,True,True,True,329.8292564983101
11,-3.9,25,0.0,1959,-21.0,0.0,0.0,0.0,False,False,True,True,True,339.6301123599993
12,-2.3,25,0.0,1962,-19.7,0.0,0.0,0.0,False,False,True,True,True,329.30596749157144
13,-1.6,27,0.0,1955,-18.2,0.0,0.0,0.0,False,False,True,True,True,322.59912864236475
14,-1.1,28,0.0,2000,-17.3,0.0,0.0,0.0,False,False,True,True,True,272.11987124806103
15,-0.7,28,0.0,2000,-16.9,0.0,0.0,0.0,False,False,True,True,True,352.14493087376513
16,-0.5,30,0.0,2000,-16.0,0.0,0.0,0.0,False,False,True,True,True,436.9424166446682
17,-1.6,35,0.0,2000,-15.1,0.0,0.0,0.0,False,False,True,True,True,608.4392462490803
18,-2.6,40,0.0,2000,-14.4,0.0,0.0,0.0,False,False,True,True,True,782.7963832412152
19,-3.2,45,0.0,2000,-13.5,0.0,0.0,0.0,False,False,True,True,True,606.7248636104335
20,-3.5,46,0.0,2000,-13.4,0.0,0.0,0.0,False,False,True,True,True,416.88054982196854
21,-3.7,47,0.0,2000,-13.3,0.0,0.0,0.0,False,False,True,True,True,377.3102812566483
22,-2.8,49,0.0,2000,-12.0,0.0,0.0,0.0,False,False,True,True,True,429.85589107183955
23,-2.5,59,0.0,1210,-9.4,0.0,0.0,0.0,False,False,True,True,True,268.2497450996219
0,-2.8,77,0.0,331,-6.2,0.0,0.1,0.1,False,False,True,True,True,170.51068013717932
1,-3.0,79,0.0,293,-6.1,0.0,0.0,0.3,False,False,True,True,True,114.67236972317914
2,-3.0,79,0.0,1862,-6.1,0.0,0.0,0.4,False,False,True,True,True,162.2399389156381
3,-3.2,78,0.0,1808,-6.4,0.0,0.2,0.4,False,False,True,True,True,32.790480717572535
4,-3.4,75,0.0,1982,-7.2,0.0,0.0,0.4,False,False,True,True,True,76.92606697129848
5,-3.6,76,0.0,1934,-7.2,0.0,0.0,0.4,False,False,True,True,True,157.64191659212776
6,-3.7,76,0.0,1864,-7.3,0.0,0.0,0.4,False,False,True,True,True,110.05532892934988
7,-4.2,77,0.0,1741,-7.6,0.0,0.0,0.3,False,False,True,True,True,360.73696992098724
8,-4.2,78,0.0,1518,-7.4,0.01,0.0,0.2,False,False,True,True,True,805.2137439069143
9,-3.3,70,0.0,1324,-7.9,0.25,0.0,0.2,False,False,True,True,True,423.76297390133533
10,-0.9,64,0.0,1224,-6.8,0.63,0.0,0.2,False,False,True,True,True,256.99130068232705
11,1.6,57,1.2,1261,-6.0,0.93,0.0,0.0,False,False,True,True,True,383.21114725652774
12,2.4,52,0.9,1224,-6.4,1.08,0.0,0.0,False,False,True,True,True,370.7408397338349
13,4.2,47,1.1,1469,-6.1,1.1,0.0,0.0,False,False,True,True,True,457.27329592500763
14,5.5,34,1.0,1966,-9.1,0.96,0.0,0.0,False,False,True,True,True,386.34868485705647
15,5.5,31,3.1,1968,-10.3,0.72,0.0,0.0,False,False,True,True,True,461.98518831991004
16,5.3,37,2.9,2000,-8.2,0.36,0.0,0.0,False,False,True,True,True,470.74018049223616
17,4.1,60,2.5,1565,-2.9,0.1,0.0,0.0,False,False,True,True,True,228.61355687955435
18,1.7,90,1.0,66,0.2,0.0,0.3,0.3,False,False,True,True,True,230.2358272582845
19,1.2,92,0.7,180,0.0,0.0,0.0,1.0,False,False,True,True,True,165.30478163847692
20,1.2,94,0.6,228,0.3,0.0,0.0,1.0,False,False,True,True,True,197.33555409158956
21,1.1,92,0.5,235,0.0,0.0,0.7,1.0,False,False,True,True,True,207.1551883242915
22,1.3,92,0.6,233,0.1,0.0,0.0,1.0,False,False,True,True,True,170.15886921373823
23,1.3,92,0.6,209,0.1,0.0,0.0,1.0,False,False,True,True,True,198.95441856061285
0,1.4,92,0.5,240,0.2,0.0,0.0,0.9,False,False,True,True,True,206.38118720996124
1,1.5,92,0.4,227,0.3,0.0,0.0,0.9,False,False,True,True,True,243.21368862584833
2,1.4,92,0.7,168,0.2,0.0,0.0,0.9,False,False,True,True,True,109.10849618827072
3,1.9,91,1.4,218,0.5,0.0,0.0,0.9,False,False,True,True,True,59.41544141505703
4,1.6,92,0.7,119,0.4,0.0,0.0,0.9,False,False,True,True,True,78.83254940653703
5,1.5,92,1.1,175,0.3,0.0,0.0,0.9,False,False,True,True,True,92.57771810963817
6,1.0,93,0.5,148,0.0,0.0,0.0,0.9,False,False,True,True,True,145.07836270799342
7,0.3,93,0.5,173,-0.7,0.0,0.0,0.9,False,False,True,True,True,378.17291089141673
8,-0.2,96,0.8,173,-0.7,0.01,0.0,0.8,False,False,True,True,True,732.0692888290904
9,0.1,91,0.8,265,-1.1,0.14,0.0,0.8,False,False,True,True,True,422.49015232709587
10,1.1,83,0.7,311,-1.4,0.41,0.0,0.7,False,False,True,True,True,330.45155015708593
11,2.3,69,1.7,628,-2.8,0.63,0.0,0.6,False,False,True,True,True,309.96225721485376
12,3.7,65,2.4,833,-2.2,0.98,0.0,0.3,False,False,True,True,True,491.170991753037
13,4.1,37,3.1,1767,-9.3,1.14,0.0,0.0,False,False,True,True,True,409.28105170597894
14,4.4,36,2.7,1975,-9.4,1.04,0.0,0.0,False,False,True,True,True,351.580613049771
15,4.0,35,3.1,1962,-10.1,0.84,0.0,0.0,False,False,True,True,True,451.1737707501932
16,3.2,38,2.9,1817,-9.7,0.51,0.0,0.0,False,False,True,True,True,439.56663954257743
17,2.1,50,2.0,1434,-7.2,0.15,0.0,0.0,False,False,True,True,True,577.3833788155202
18,0.7,46,2.7,1558,-9.6,0.0,0.0,0.0,False,False,True,True,True,832.3645607296813
19,-0.4,47,2.5,1269,-10.3,0.0,0.0,0.0,False,False,True,True,True,480.5330991422399
20,-1.4,47,2.5,1620,-11.2,0.0,0.0,0.0,False,False,True,True,True,421.06875819214974
21,-2.2,46,2.2,1975,-12.2,0.0,0.0,0.0,False,False,True,True,True,415.3121326302544
22,-2.7,48,2.6,1844,-12.2,0.0,0.0,0.0,False,False,True,True,True,415.511336076287
23,-3.2,50,2.1,1887,-12.1,0.0,0.0,0.0,False,False,True,True,True,320.1713335318655
0,-3.5,49,2.6,1893,-12.6,0.0,0.0,0.0,False,False,True,True,True,225.08626432824258
1,-3.7,50,2.5,1902,-12.6,0.0,0.0,0.0,False,False,True,True,True,205.69210413229752
2,-4.3,53,1.0,1918,-12.4,0.0,0.0,0.0,False,False,True,True,True,102.31327226870224
3,-4.8,52,1.6,1978,-13.1,0.0,0.0,0.0,False,False,True,True,True,72.69022160208422
4,-5.3,53,2.4,1936,-13.4,0.0,0.0,0.0,False,False,True,True,True,68.51347963347689
5,-5.8,56,2.0,1941,-13.1,0.0,0.0,0.0,False,False,True,True,True,95.00210799354839
6,-6.0,56,3.5,1853,-13.3,0.0,0.0,0.0,False,False,True,True,True,166.92324324573008
7,-6.5,57,0.8,1776,-13.6,0.0,0.0,0.0,False,False,True,True,True,413.67655504922664
8,-7.0,59,0.8,1559,-13.6,0.01,0.0,0.0,False,False,True,True,True,780.4193093668534
9,-6.7,50,0.9,1492,-15.4,0.23,0.0,0.0,False,False,True,True,True,441.8762899519563
10,-5.3,44,2.8,1516,-15.6,0.63,0.0,0.0,False,False,True,True,True,252.46485063708192
11,-3.7,39,1.4,1595,-15.6,0.93,0.0,0.0,False,False,True,True,True,397.7251112136298
12,-2.0,30,1.4,1728,-17.3,1.14,0.0,0.0,False,False,True,True,True,375.17769274777703
13,-1.7,28,1.8,1963,-17.8,1.22,0.0,0.0,False,False,True,True,True,326.3567773328982
14,-1.3,27,3.1,1906,-17.9,1.12,0.0,0.0,False,False,True,True,True,315.463852526483
15,-0.8,26,3.3,1977,-17.9,0.87,0.0,0.0,False,False,True,True,True,377.5596743042939
16,-1.1,24,3.4,2000,-19.1,0.56,0.0,0.0,False,False,True,True,True,393.7933534665437
17,-2.4,30,2.7,2000,-17.6,0.18,0.0,0.0,False,False,True,True,True,523.0264255326974
18,-3.1,33,1.2,2000,-17.1,0.0,0.0,0.0,False,False,True,True,True,767.2618534744429
19,-3.3,35,1.1,2000,-16.6,0.0,0.0,0.0,False,False,True,True,True,474.65127678790583
20,-3.3,34,1.5,2000,-16.9,0.0,0.0,0.0,False,False,True,True,True,356.6910098074202
21,-3.3,35,0.5,2000,-16.6,0.0,0.0,0.0,False,False,True,True,True,287.1463688032919
22,-3.4,39,1.2,2000,-15.4,0.0,0.0,0.0,False,False,True,True,True,332.5999493304537
23,-3.5,43,0.9,2000,-14.3,0.0,0.0,0.0,False,False,True,True,True,302.61875268567786
0,-3.5,48,0.9,1967,-12.9,0.0,0.0,0.0,False,False,True,True,True,273.9044961411395
1,-4.1,49,0.6,2000,-13.2,0.0,0.0,0.0,False,False,True,True,True,255.82508211331123
2,-4.7,50,0.7,1983,-13.5,0.0,0.0,0.0,False,False,True,True,True,242.58506293173727
3,-4.3,47,0.6,1992,-13.9,0.0,0.0,0.0,False,False,True,True,True,181.42643671005047
4,-4.3,49,0.7,2000,-13.4,0.0,0.0,0.0,False,False,True,True,True,67.4957095903897
5,-4.7,49,0.8,1999,-13.8,0.0,0.0,0.0,False,False,True,True,True,60.957615203140406
6,-5.1,53,0.9,1975,-13.2,0.0,0.0,0.0,False,False,True,True,True,77.87722379990075
7,-5.5,56,0.8,1950,-12.9,0.0,0.0,0.0,False,False,True,True,True,90.13935260990556
8,-5.4,56,0.7,1940,-12.8,0.01,0.0,0.0,False,False,True,True,True,233.53859707068705
9,-4.7,48,1.0,1784,-14.0,0.23,0.0,0.0,False,False,True,True,True,309.08522997274235
10,-2.2,42,1.3,1646,-13.4,0.61,0.0,0.0,False,False,True,True,True,307.92826546399317
11,0.0,45,1.1,1500,-10.5,0.89,0.0,0.0,False,False,True,True,True,384.9849827530451
12,2.4,40,0.8,1809,-9.8,1.05,0.0,0.0,False,False,True,True,True,382.57033731428953
13,3.9,36,2.0,1702,-9.8,1.13,0.0,0.0,False,False,True,True,True,400.7552612036159
14,4.7,32,2.2,1948,-10.6,1.06,0.0,0.0,False,False,True,True,True,502.60982215729877
15,5.2,30,2.0,1963,-11.0,0.84,0.0,0.0,False,False,True,True,True,585.569531864918
16,4.4,33,1.6,1963,-10.5,0.4,0.0,0.0,False,False,True,True,True,562.6102226716172
17,3.5,37,1.8,1963,-9.8,0.1,0.0,0.0,False,False,True,True,True,605.2501027675714
18,2.5,41,1.0,1974,-9.4,0.0,0.0,0.0,False,False,True,True,True,402.411146687672
19,1.5,48,0.4,1878,-8.3,0.0,0.0,0.0,False,False,True,True,True,311.6218481184074
20,0.8,51,1.4,1848,-8.2,0.0,0.0,0.0,False,False,True,True,True,328.7664360835931
21,-0.1,55,0.7,1654,-8.0,0.0,0.0,0.0,False,False,True,True,True,342.00728537998594
22,-0.5,55,0.6,1655,-8.4,0.0,0.0,0.0,False,False,True,True,True,278.83260677754606
23,-0.1,54,1.3,1570,-8.3,0.0,0.0,0.0,False,False,True,True,True,289.4766612655082
0,-0.2,55,1.0,1629,-8.1,0.0,0.0,0.0,False,False,True,True,True,301.07648468091253
1,-0.2,54,0.5,1747,-8.4,0.0,0.0,0.0,False,False,True,True,True,272.36262991695827
2,0.2,52,0.7,1726,-8.5,0.0,0.0,0.0,False,False,True,True,True,227.34708703586534
3,0.3,53,0.5,1748,-8.1,0.0,0.0,0.0,False,False,True,True,True,171.6404306288753
4,0.4,52,1.6,1816,-8.3,0.0,0.0,0.0,False,False,True,True,True,145.6474457092648
5,0.3,74,1.0,178,-3.7,0.0,0.0,0.7,False,False,True,True,True,0.0
6,-0.5,90,0.9,91,-1.9,0.0,2.5,2.7,False,False,True,True,True,31.131804250089658
7,-0.4,92,1.1,121,-1.5,0.0,0.0,4.0,False,False,True,True,True,0.0
8,-0.2,90,1.2,378,-1.6,0.0,0.0,4.1,False,False,True,True,True,19.780257081018604
9,0.2,90,1.0,305,-1.2,0.0,1.6,4.3,False,False,True,True,True,66.1185188768529
10,0.5,91,0.4,143,-0.8,0.0,0.0,4.3,False,False,True,True,True,21.073022477140096
11,0.9,92,0.9,137,-0.2,0.03,0.0,3.9,False,False,True,True,True,23.24286736832172
12,2.3,88,0.3,245,0.5,0.28,0.0,3.1,False,False,True,True,True,95.93154594314262
13,3.3,87,1.1,230,1.3,0.54,0.0,2.1,False,False,True,True,True,203.91694135720687
14,4.2,85,0.7,325,1.8,0.65,0.0,1.4,False,False,True,True,True,211.44576860106133
15,6.7,63,4.5,715,0.1,0.35,0.0,1.0,False,False,True,True,True,186.9807621075388
16,5.4,71,3.5,622,0.5,0.2,0.0,0.5,False,False,True,True,True,215.46968606690885
17,3.6,65,4.3,1061,-2.3,0.03,0.0,0.4,False,False,True,True,True,204.98597129081276
18,2.0,61,3.0,2000,-4.7,0.0,0.0,0.0,False,False,True,True,True,279.14192542946466
19,1.6,53,4.0,2000,-6.9,0.0,0.0,0.0,False,False,True,True,True,201.44380820734182
20,0.6,57,3.9,1954,-6.9,0.0,0.0,0.0,False,False,True,True,True,99.68940798974992
21,0.0,59,3.0,1862,-7.0,0.0,0.0,0.0,False,False,True,True,True,173.01312804376659
22,-1.0,56,4.7,2000,-8.6,0.0,0.0,0.0,False,False,True,True,True,130.6574703020151
23,-1.4,43,4.3,2000,-12.3,0.0,0.0,0.0,False,False,True,True,True,175.49086711800297
0,-2.5,39,3.4,2000,-14.5,0.0,0.0,0.0,False,False,True,True,True,99.44130652900475
1,-3.4,36,3.8,2000,-16.3,0.0,0.0,0.0,False,False,True,True,True,107.29976428982206
2,-4.2,35,3.4,2000,-17.4,0.0,0.0,0.0,False,False,True,True,True,83.28577580914558
3,-4.7,38,2.4,2000,-16.8,0.0,0.0,0.0,False,False,True,True,True,72.92049539609006
4,-5.2,35,3.2,2000,-18.3,0.0,0.0,0.0,False,False,True,True,True,5.29059284562728
5,-5.6,38,3.2,1974,-17.6,0.0,0.0,0.0,False,False,True,True,True,75.2123774963475
6,-5.9,39,2.9,1979,-17.6,0.0,0.0,0.0,False,False,True,True,True,120.68307384932848
7,-6.0,39,3.1,1996,-17.7,0.0,0.0,0.0,False,False,True,True,True,303.93021496949757
8,-6.0,38,3.6,1994,-18.0,0.01,0.0,0.0,False,False,True,True,True,709.9356757195384
9,-5.9,36,5.1,1941,-18.6,0.1,0.0,0.0,False,False,True,True,True,339.0606089025256
10,-5.3,32,4.5,2000,-19.4,0.62,0.0,0.0,False,False,True,True,True,171.33665211704437
11,-4.7,36,3.8,2000,-17.5,1.0,0.0,0.0,False,False,True,True,True,255.60093157922583
12,-5.2,33,4.6,1973,-19.0,1.26,0.0,0.0,False,False,True,True,True,315.4392686610116
13,-5.4,32,5.1,1986,-19.5,1.24,0.0,0.0,False,False,True,True,True,274.29687392920994
14,-5.4,31,4.1,1945,-19.9,1.13,0.0,0.0,False,False,True,True,True,204.00051097003217
15,-5.5,33,4.5,2000,-19.2,0.92,0.0,0.0,False,False,True,True,True,253.38351246041105
16,-6.0,40,4.0,2000,-17.4,0.55,0.0,0.0,False,False,True,True,True,317.85772415379756
17,-7.1,44,4.2,2000,-17.3,0.18,0.0,0.0,False,False,True,True,True,338.1777493339761
18,-7.9,43,3.3,2000,-18.3,0.0,0.0,0.0,False,False,True,True,True,571.3131203643892
19,-8.6,45,3.9,2000,-18.4,0.0,0.0,0.0,False,False,True,True,True,395.9818501443243
20,-9.3,49,3.8,2000,-18.0,0.0,0.0,0.0,False,False,True,True,True,224.10660965309097
21,-9.7,51,2.5,2000,-17.9,0.0,0.0,0.0,False,False,True,True,True,264.08031480369317
22,-10.2,50,3.0,2000,-18.6,0.0,0.0,0.0,False,False,True,True,True,117.46953866948127
23,-10.7,53,1.2,2000,-18.4,0.0,0.0,0.0,False,False,True,True,True,140.96362826780177
0,-11.0,51,1.1,2000,-19.1,0.0,0.0,0.0,False,False,True,True,True,124.85470909599184
1,-11.2,51,1.1,2000,-19.3,0.0,0.0,0.0,False,False,True,True,True,86.75915036725456
2,-11.5,50,0.7,2000,-19.8,0.0,0.0,0.0,False,False,True,True,True,147.6450578672388
3,-11.6,50,2.2,1995,-19.9,0.0,0.0,0.0,False,False,True,True,True,7.878121635315978
4,-11.6,47,2.1,1982,-20.6,0.0,0.0,0.0,False,False,True,True,True,31.808621019392127
5,-11.6,45,2.8,1951,-21.1,0.0,0.0,0.0,False,False,True,True,True,69.2163670640146
6,-11.8,47,2.5,1973,-20.8,0.0,0.0,0.0,False,False,True,True,True,150.48088108839073
7,-12.1,50,2.3,1929,-20.4,0.0,0.0,0.0,False,False,True,True,True,233.69362742333394
8,-12.3,52,1.3,1914,-20.1,0.0,0.0,0.0,False,False,True,True,True,617.5118837352996
